"zcta","medincome","total_pop1","median_rent","total_hholds1","over16total_industry1","total_commute1","drove_commute","pubtrans_bus_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","not_insured","snap_hholds","fpl_150","not_quarantined_jobs","Positive","Total","modzcta_cum_perc_pos","total_res_volume_zcta","essentialworker_drove","essentialworker_pubtrans","grocers","pop_density","avg_hhold_size","pos_per_100000","testing_ratio","res_vol_zctadensity","res_vol_popdensity","pubtrans_ferrysubway_commute","grocers_per_1000","valid_var","didnot_workhome_commute","one_over_grocers_per_1000","one_over_medincome","Borough","Neighborhood"
"10463",58551,71360,1326,28682,33312,32095,29.07,12.13,1.34,0.6,6.67,4.92,8.3,51.11,31.65,11.18,0.13,3.61,2927,5.37,20.76,23.84,24.54,2009,8365,24,463602216.043012,8.05,10.51,7,0.0016328834162887,2.49,2815,0.117222533632287,10.6083011537461,0.000153925062328389,38.78,0.0980941704035874,"0",0.203252032520325,10.1942857142857,1.70791275981623e-05,NA,NA
"10464",93365,4434,1186,1893,2411,2389,65.76,5.15,0,0,4.9,6.53,6.35,25.19,66.89,1.87,0,5.53,164,5.25,10.99,11.8,22.58,118,555,21.3,42814951.6257653,13.65,3.48,1,4.84528165510701e-05,2.34,2661,0.125169147496617,0.467863102563407,0.000103561952813972,13.94,0.2255299954894,"0",0.153139356814701,4.434,1.07106517431586e-05,NA,NA
"10465",74796,44205,1356,15994,20282,19614,60.06,15.79,0.68,0,3.85,3.36,7.07,44.27,42.75,8.86,0.1,2.84,971,6.06,13.5,17.8,27.15,1478,5750,25.7,250629201.182263,14.32,6.1,2,0.000467915280500804,2.76,3344,0.130075783282434,2.65294045861081,0.000176376095807979,14.56,0.0452437507069336,"0",0.297619047619048,22.1025,1.33696989143804e-05,NA,NA
"10466",51477,72479,1281,23704,32677,31545,41.72,13.16,0.79,0.51,5.47,1.96,11.3,22.04,2.86,69.06,0.26,2.99,1473,9.4,27.83,28.59,29.77,2385,7678,31.1,305463410.523048,11,13.25,8,0.00128799339730649,3.06,3291,0.105934132645318,5.42825999078915,0.000237275554135579,32,0.110376798796893,"0",0.510204081632653,9.059875,1.94261514851293e-05,NA,NA
"10467",37015,103732,1285,36732,43702,42240,24.04,15.08,0.45,0.7,8.56,2.98,14.3,52.33,9.39,30.45,0.26,5.7,1530,9.73,36.09,40.03,25.32,3373,11067,30.5,409376370.493837,6.12,13.79,10,0.00158873163919395,2.82,3252,0.106688389310917,6.26989928027942,0.000253390296745429,45.02,0.0964022673813288,"0",0.335570469798658,10.3732,2.70160745643658e-05,NA,NA
"10468",36046,78647,1236,26338,35074,34042,15.86,16.03,0.67,0.58,8.33,4.2,11.96,75.77,2.95,16.23,0.56,2.83,1175,12.25,41.6,44.06,24.62,2739,9658,28.4,284884027.398048,4.94,15.04,6,0.00262967096194982,2.99,3483,0.122801886912406,9.5254905383799,0.000276066723425361,52.57,0.0762902590054293,"0",0.238095238095238,13.1078333333333,2.77423292459635e-05,NA,NA
"10469",63652,73870,1379,22450,33851,32752,45.7,12.2,0.85,0.19,4.65,1.88,9.62,28.99,10.7,51.87,0.34,6.44,1634,7.42,18.35,22.04,31.19,2988,9735,30.7,314706464.375625,13.95,11.95,3,0.00112402029390009,3.29,4045,0.131785569243265,4.78863479869702,0.000234726668696042,31.54,0.0406118857452281,"0",0.531914893617021,24.6233333333333,1.57104254383209e-05,NA,NA
"10470",57160,15432,1380,6076,7454,7254,39.9,9.8,0.91,0,5.14,2.62,7.39,21.09,36.22,37.03,0,3.48,387,8.24,18.73,25.52,27.11,450,1793,25.1,95713079.343413,11.85,11.22,1,0.000383974947873926,2.54,2916,0.116187143597719,2.38150755908113,0.000161231882892733,31.62,0.0648004147226542,"0",0.381679389312977,15.432,1.74947515745276e-05,NA,NA
"10471",85707,21896,1548,8598,10020,9802,43.58,12.77,0.36,0.24,6.19,6.12,7.74,22.85,58.54,10.39,0,5.76,945,4.18,6.43,12.29,24.8,791,3635,21.8,180803468.577381,11.39,7.96,1,0.000307092105359769,2.55,3613,0.166012056996712,2.53577447121743,0.000121103871359796,22.37,0.0456704420898794,"0",0.163398692810458,21.896,1.16676584176322e-05,NA,NA
"10472",30977,68796,1173,21887,26346,25484,21.85,13,1.07,0.65,6.48,2.88,12.44,64.54,2.61,23.76,0.34,6.52,619,13.83,41.03,50.18,24.73,1944,6011,32.3,237980168.236399,6.43,13.8,4,0.00233637432848999,3.14,2826,0.0873742659456945,8.08202156749302,0.000289082911865417,52.71,0.0581429152857724,"0",0.347222222222222,17.199,3.22820156890596e-05,NA,NA
"10473",41638,59609,964,20935,22785,22451,41.56,19.75,0.9,0.05,5.34,1.47,10.38,60.84,2.58,33.42,0.27,1.54,668,6.38,30.83,35.01,32.81,1918,6637,28.9,243799184.051828,14.07,14.29,6,0.000989715716534262,2.85,3218,0.111342246976128,4.04791028425781,0.000244500408120021,29.73,0.10065594121693,"0",0.680272108843537,9.93483333333333,2.40165233680772e-05,NA,NA
"10474",25493,12127,1138,3488,4063,3959,23.14,9.7,0.4,0.25,12.76,5.56,12.5,63.4,1.21,34.87,0.1,0.07,97,12.47,48.37,53.27,23.58,323,1084,29.8,42434807.5235787,6.89,11.27,5,0.000282979172620889,3.48,2663,0.0893873175558671,0.990200933730433,0.000285779545324005,47.18,0.412303125257689,"0",0.179856115107914,2.4254,3.92264543207939e-05,NA,NA
"10475",50832,43208,1023,18759,19869,19332,35.5,25.94,0.48,0,6.3,1.28,7.31,29.03,7.91,56.79,0,2.74,1242,5.27,14.22,22.22,27.73,1695,5778,29.3,194092165.174322,10.85,12.91,7,0.000813318179303144,2.3,3923,0.133725236067395,3.65345969257046,0.000222615889524408,27.62,0.162007035734123,"0",0.78125,6.17257142857143,1.96726471514007e-05,NA,NA
"11004",92657,15234,1492,5178,7357,7193,75.06,8.49,0,0.28,3.8,1.53,4.92,12.58,33.41,6.58,0.42,42.86,387,3.11,4.38,9.46,29.64,584,2796,20.9,87690189.1839605,20.59,3.4,2,0.000418159531511804,2.94,3834,0.183536825521859,2.40701643871251,0.000173725249560603,7.98,0.131285282919785,"0",0.65359477124183,7.617,1.07924927420486e-05,NA,NA
"11101",65392,30043,1608,13169,16416,15596,12.46,3.15,0.17,1.34,6.17,3.4,8.06,26.32,32.44,14.48,0,22.54,315,5.76,17.94,30.21,18.04,626,3455,18.1,288710214.012836,2.44,11.37,12,0.000414165996264433,2.28,2084,0.115001830709317,3.98009364638497,0.000104059359668738,69.93,0.399427487268249,"0",0.294117647058824,2.50358333333333,1.5292390506484e-05,NA,NA
"11102",64067,30800,1697,13072,17604,16636,15.84,2.99,0.52,1.56,5.7,3.62,6.03,30.75,42.95,8.63,0.08,15.1,491,9.95,14.47,27.55,18.32,609,3044,20,150133608.34404,3.4,11.2,4,0.00139972374543165,2.36,1977,0.0988311688311688,6.82290833073013,0.000205150601119371,68.47,0.12987012987013,"0",0.276243093922652,7.7,1.56086596843929e-05,NA,NA
"11103",71437,36140,1700,15665,22483,21813,15.58,3.51,0.5,1.26,6.44,2.69,6.81,22.7,57.98,1.89,0.04,14.75,548,10.98,6.3,20.87,17.32,574,3075,18.7,165661093.567045,4.3,9.56,3,0.00182283680617336,2.31,1588,0.0850857775318207,8.35564855298667,0.000218156232231883,68.56,0.0830105146651909,"0",0.371747211895911,12.0466666666667,1.3998348194913e-05,NA,NA
"11104",61269,26119,1577,11619,15046,14921,16.02,5.45,0.7,1.72,4.44,4.95,5.84,31.43,43.5,1.23,0.09,21.86,512,13.61,7.51,22.72,19.39,492,2212,22.2,117623390.966601,5.08,11.09,2,0.00241076282520567,2.25,1884,0.0846893066350167,10.8565449793987,0.000222056172546636,64.57,0.0765726099774111,"0",0.202020202020202,13.0595,1.6321467626369e-05,NA,NA
"11105",73959,37382,1709,15363,22420,21595,23.16,4.17,0.18,0.83,6.62,4.58,4.87,21.97,60.93,2.12,0.56,12.17,694,8.65,8.98,17.36,20.55,488,2989,16.3,161611519.30553,4.97,10.74,5,0.000799062141905728,2.43,1305,0.0799582686854636,3.45454086921286,0.000231307769153068,59.41,0.133754213257718,"0",0.218340611353712,7.4764,1.35210048810828e-05,NA,NA
"11106",63703,38363,1614,16992,22211,21215,13.95,2.6,0.58,1.61,7.34,3.73,7.63,28.27,41.13,5.98,0.16,20.73,801,8.32,12.69,23.93,19.7,641,3139,20.4,178576810.242692,3.28,11.79,7,0.00160919029158646,2.26,1671,0.0818236321455569,7.4906568658608,0.000214826325701884,68.68,0.182467481688085,"0",0.268096514745308,5.48042857142857,1.56978478250632e-05,NA,NA
"11109",148590,5981,3187,2954,4272,4073,10.78,1.57,0,1.47,0.34,2.06,3.79,5.57,62.18,4.15,0,25.08,0,7.89,0,7.56,13.45,48,438,11,55546244.8081926,3,8.43,0,0.0043873483573446,2.02,803,0.0732319010198963,40.7458160702031,0.000107676045800271,82.3,0,"0",0.485436893203884,0,6.72992798977051e-06,NA,NA
"11201",124996,62823,2410,28067,35976,35492,6.72,1.44,1.12,3.45,11.63,8.15,5.66,11.57,58.88,12.58,0.05,11.79,1479,5.37,7.75,16.27,13.25,696,5783,12,385568041.141782,1.28,7.97,11,0.00160736419086333,2.24,1108,0.0920522738487497,9.86498993159543,0.000162936222135949,65.73,0.175095108479379,"0",0.122699386503067,5.71118181818182,8.00025600819226e-06,NA,NA
"11203",51277,75451,1306,27761,34893,34264,30.98,13.58,0.84,0.3,4.65,2.94,6.93,6.42,3.82,86.25,0.13,1.77,2130,7.9,16.87,24.04,31.57,2070,7329,28.2,346066665.605023,10.65,16.36,12,0.00126024147677186,2.72,2744,0.0971358895177002,5.78027548638969,0.000218024466089764,44.87,0.159043617712158,"0",0.340136054421769,6.28758333333333,1.95019209392125e-05,NA,NA
"11204",49785,76978,1375,23601,31825,30807,30.94,7.52,0.32,0.85,11.86,3.14,7.58,10.91,54.39,1.11,0.2,31.67,1419,8.23,25.77,35.59,28.52,2028,8535,23.8,363031901.331743,8.48,12.4,10,0.00173680905727254,3.26,2635,0.110875834654057,8.19087394205931,0.000212041971291268,44.5,0.129907246226195,"0",0.318471337579618,7.6978,2.00863713970071e-05,NA,NA
"11205",56708,46064,1420,16294,21369,21070,12.8,6.01,0.5,5.32,14.75,6.27,9.21,17.7,42.27,29.49,0.28,6.81,407,5.83,26.48,39.33,21.27,723,3549,20.4,176323089.322689,2.94,12.3,10,0.00175598636045617,2.83,1570,0.0770449808961445,6.72153829203143,0.000261247691252156,52.99,0.217089267106634,"0",0.159489633173844,4.6064,1.76341962333357e-05,NA,NA
"11206",36404,88349,1068,31042,37136,36238,12.61,5.28,0.54,2.97,11.86,4.61,10.39,37.12,33.43,20.93,0.2,6.75,660,7.87,38.81,49.44,19.49,1602,7240,22.1,306578714.365318,2.94,10.91,10,0.00221054228681427,2.85,1813,0.0819477300252408,7.67077400244132,0.000288177214725754,61.22,0.113187472410554,"0",0.216919739696312,8.8349,2.74695088451818e-05,NA,NA
"11207",37243,91972,1178,33240,38369,37278,23.98,9.35,0.23,0.6,3.73,2.89,10.63,33.28,4.02,58.77,0.14,1.41,1157,7.67,34.37,39.36,29.59,2076,7617,27.3,366353280.292833,7.82,18.14,14,0.00123680089692147,2.77,2257,0.0828186839472883,4.92656532049209,0.000251047294912946,57.16,0.152220240942896,"0",0.346020761245675,6.56942857142857,2.68506833498913e-05,NA,NA
"11208",40733,98660,1260,32181,39810,39165,26.6,6.2,0.33,0.2,4.49,1.74,7.36,41.31,2.42,48.8,0.02,5.7,1296,6.53,28.77,37.92,30.01,2379,7930,30,333356433.486627,8.56,18.07,11,0.000961302029716826,3.07,2411,0.0803770525035475,3.24808652067563,0.000295959489871245,58.58,0.111494019866207,"0",0.574712643678161,8.96909090909091,2.45501190680775e-05,NA,NA
"11209",72314,67809,1510,29297,34474,33648,27.34,9.05,0.21,0.62,8.41,5.15,6.07,16.87,64.55,2.7,0.1,13.34,2005,6.58,11.05,20.83,21.31,1128,5811,19.4,415880001.222207,6.99,10.07,7,0.00113179831333739,2.31,1663,0.0856965889483697,6.9414426393848,0.000163049436858517,47.87,0.103231134510168,"0",0.194174757281553,9.687,1.38285809110269e-05,NA,NA
"11210",65900,67040,1353,22267,30843,30106,34.09,13.2,0.61,0.4,5.63,3.27,6.86,7.03,29.49,56.85,0.03,4.22,2104,6.46,16.08,22.43,31.1,1681,6133,27.4,395136777.116499,10.21,15.33,6,0.00146610275945686,3.01,2507,0.0914826968973747,8.64127564578444,0.000169662769659718,41.07,0.0894988066825776,"0",0.305810397553517,11.1733333333333,1.51745068285281e-05,NA,NA
"11211",71225,102624,1789,39384,52701,51627,11.92,3.41,0.51,2.82,14.81,6.93,5.18,24.32,63.94,3.72,0.18,5.53,1308,6.11,21.46,36.75,15.55,2073,10675,19.4,292133663.014898,2.49,7.52,16,0.00160341687285612,2.61,2020,0.104020502026816,4.56435185149042,0.000351291251206357,58.76,0.155908949173683,"0",0.144300144300144,6.414,1.4040014040014e-05,NA,NA
"11212",26239,76527,953,31454,27668,26507,22.81,14.52,0.3,0.3,6.33,2.61,18.7,18.64,1.19,77.37,0.15,1.27,1180,9.39,43.98,47.41,30.53,1870,7029,26.6,346233339.995732,7.44,18.05,17,0.00178389979558784,2.43,2444,0.091849935316947,8.0709499189055,0.000221027241342337,51.7,0.222143818521568,"0",0.383141762452107,4.50158823529412,3.81112085064217e-05,NA,NA
"11213",41710,66295,1236,25027,30066,28564,17.74,10.21,0.88,1.65,9.15,4.67,9.55,10.65,20.59,64.21,0.02,1.89,1341,9.2,30.2,34.74,26.27,1391,5274,26.4,300517712.048023,5.25,14.58,5,0.00217927495872072,2.65,2098,0.0795535108228373,9.87873481436461,0.000220602637855189,54.27,0.0754204691153179,"0",0.214132762312634,13.259,2.39750659314313e-05,NA,NA
"11214",54041,92946,1360,31933,43040,41955,28.98,9.08,0.58,0.64,7.26,3.05,6.59,16.43,42.69,1.23,0.05,37.38,1701,11.04,23.33,29.74,25.01,1535,6736,22.8,383046703.219082,6.97,12.68,12,0.00154221831344141,2.91,1651,0.0724721881522604,6.35575108781254,0.00024264926239775,49.11,0.129107223549158,"0",0.327868852459016,7.7455,1.85044688292223e-05,NA,NA
"11215",123583,70156,2216,28635,41371,40711,10.81,1.41,0.27,3.09,8.44,9.26,4.11,16.29,66.94,3.76,0.08,7.88,1916,3.65,4.98,10.11,15.68,621,4325,14.4,359061824.690432,2.57,9.3,11,0.00114538953284798,2.45,885,0.0616483265864644,5.86215941110833,0.000195386964516447,65.76,0.156793431780603,"0",0.107991360691145,6.37781818181818,8.09172782664282e-06,NA,NA
"11216",61121,56308,1408,24079,31847,31174,12.32,5.32,0.6,3.29,5.51,5.19,6.86,10.8,26.03,54.67,0.03,5.15,778,8.16,18.41,25.51,20.36,733,3812,19.2,288901024.259625,2.91,13.66,7,0.00215729473104808,2.34,1302,0.067699083611565,11.0684921757065,0.000194904120344683,66.22,0.124316260566882,"0",0.192678227360308,8.044,1.63609888581666e-05,NA,NA
"11217",107362,41407,2015,17447,23164,22708,6.59,2.53,0.66,2.77,7.72,9.17,6.28,18.53,50.89,18.7,0.01,7.53,915,4.41,11.19,19.91,14.99,614,3131,19.6,205994810.77256,1.45,9.79,5,0.00197114465489281,2.37,1483,0.0756152341391552,9.80620596010308,0.000201009917894085,68.51,0.120752529765499,"0",0.109051254089422,8.2814,9.31428252081742e-06,NA,NA
"11218",69415,74508,1550,24866,33968,33136,21.02,7.34,1.2,1.81,10.09,4.22,6.53,17.57,52.47,7.57,0.11,18.51,1636,7.71,17.34,30.64,25.47,1721,7085,24.3,342129765.112049,6.79,11.8,12,0.00187085984877339,3,2310,0.0950904600848231,8.59071295187636,0.000217777017955741,53.05,0.161056530842326,"0",0.23696682464455,6.209,1.44061081898725e-05,NA,NA
"11219",39295,90036,1394,24430,33221,32146,26.03,7.94,0.59,1.37,27.38,3.59,6.13,12.12,61.89,0.91,0.11,24.44,1940,6.79,35.62,52.41,24.88,3047,13895,21.9,338137973.576939,6.1,7.53,6,0.00217906346835817,3.69,3384,0.154327158025679,8.18366104098546,0.000266270005251313,31.71,0.0666400106624017,"0",0.278551532033426,15.006,2.54485303473724e-05,NA,NA
"11220",47079,95643,1355,28083,44540,42785,19.67,10.48,0.12,1.25,15.23,1.52,6.69,41.65,14.06,1.63,0.17,41.24,1344,16.06,28.34,46.46,18.85,1539,5952,25.9,395583296.785487,3.5,9.98,11,0.00197628090972478,3.41,1609,0.0622314231046705,8.17397737046256,0.000241777144730821,50.21,0.11501103060339,"0",0.657894736842105,8.69481818181818,2.12408929671403e-05,NA,NA
"11221",50153,83835,1372,30871,41283,40465,16.84,7.94,0.86,3.46,5.28,4.65,11.21,34.33,16.45,43.36,0.19,3.36,985,11.27,29.04,34.16,22.74,1304,5834,22.4,373899354.895355,5.04,13.77,13,0.00217275601615114,2.72,1555,0.0695890737758693,9.69036885291244,0.000224218092121243,59.65,0.155066499671975,"0",0.21505376344086,6.44884615384616,1.99389867006959e-05,NA,NA
"11222",85111,36492,1966,17256,23566,23057,14.37,2.71,0.97,4.21,9.16,5.03,5.07,14.24,73.42,3.69,0.24,4.98,662,8.71,8.87,17.55,13.76,442,3244,13.6,204193422.555475,3.45,7.61,10,0.00085655308410963,2.11,1211,0.088896196426614,4.79289997382421,0.000178712906338038,62.54,0.274032664693631,"0",0.198807157057654,3.6492,1.17493625970791e-05,NA,NA
"11223",50108,81789,1318,27958,34827,34111,28.35,6.7,0.21,1.13,8.94,5.3,8.51,16.75,52.12,3.5,0.17,24.14,1658,8.34,26.6,32.17,28.84,1707,6734,25.3,392905590.055664,8.28,13.01,9,0.00141734615142423,2.93,2087,0.0823338101700718,6.80877900375921,0.000208164510941197,48.02,0.110039247331548,"0",0.188679245283019,9.08766666666667,1.99568931108805e-05,NA,NA
"11224",33131,46707,822,18725,16799,16222,29.63,11.95,0.51,0.38,9.71,2.76,10.97,20.37,51.05,20.63,0.15,5.89,1312,6.16,41.21,40.56,29.92,1169,4386,26.7,232438154.124468,9.02,15.08,5,0.00104912045444579,2.49,2503,0.0939045539212538,5.22096520619187,0.00020094377438133,44.45,0.107050335067549,"0",0.36231884057971,9.3414,3.01832120974314e-05,NA,NA
"11225",55862,58882,1395,24105,31374,30942,13.03,7.72,0.69,1.84,6.14,5.01,8.48,8.34,24.65,61.11,0.08,2.58,1296,8.21,17.34,28.09,25.17,1141,4444,25.7,294729641.358409,3.98,16.66,5,0.00238891516101594,2.44,1938,0.0754729798580211,11.9575440481284,0.00019978309520757,63.6,0.0849155938996637,"0",0.199600798403194,11.7764,1.79012566682181e-05,NA,NA
"11226",52052,100277,1365,36733,48883,47819,14.74,12.83,0.72,1.58,5.39,3.99,7.75,17.1,12.13,65.24,0.16,2.87,2136,11.08,26.74,29.62,26.71,2252,8268,27.2,467038542.326399,4.95,17.51,13,0.00278798590128709,2.73,2246,0.082451609042951,12.9850002629085,0.000214708189821986,57.85,0.129640894721621,"0",0.25062656641604,7.71361538461538,1.92115576730961e-05,NA,NA
"11228",67911,44994,1416,15306,20576,20000,39.42,9.9,0.16,0.44,9.01,3.09,6.93,12.98,49.18,0.88,0.21,35.38,839,6.07,13.95,24.47,25.7,669,2975,22.5,231668751.048058,10.05,9.07,5,0.00109763448230183,2.94,1487,0.0661199271013913,5.65158931462297,0.000194216957601961,37.33,0.111125927901498,"0",0.323624595469256,8.9988,1.47251549822562e-05,NA,NA
"11229",60873,83615,1319,30946,37858,37049,35.03,8.18,0.45,0.8,6.89,4.56,6.56,10.81,59.41,5.1,0.04,22.06,2309,6.74,20.06,23.91,28.11,1768,10981,16.1,448581784.570404,9.45,12.26,11,0.00138984132455135,2.7,2114,0.131328110984871,7.45628776699087,0.000186398562928889,42.48,0.13155534294086,"0",0.219298245614035,7.60136363636364,1.64276444400637e-05,NA,NA
"11230",49541,89075,1360,30572,36628,35639,31.54,9.98,0.19,1.21,12.52,3.18,6.57,10.24,65.99,6.89,0.43,14.09,2526,8.59,25.13,35.87,29.99,2354,9746,24.2,479407557.030639,9.35,13.05,8,0.00173652846860863,2.91,2643,0.10941341566096,9.3461113763662,0.000185802244236019,39.75,0.0898119562166713,"0",0.314465408805031,11.134375,2.01853010637654e-05,NA,NA
"11231",100213,37845,1749,15702,20101,19738,11.21,2.56,1.25,5.55,11.74,7.88,8.75,18.62,57.98,12.17,0.08,5.32,816,4.95,17.67,21.66,14.07,423,2573,16.4,188585164.156157,1.88,7.46,12,0.000969748410696439,2.41,1118,0.0679878451578808,4.83234676235593,0.000200678564346995,58.43,0.317082837891399,"0",0.126903553299492,3.15375,9.97874527256943e-06,NA,NA
"11232",56661,27602,1492,8812,13447,13064,11.03,5.12,1.03,2.69,9.61,3.97,7,50.63,22.25,4.97,0.33,19.09,411,13.43,22.02,30.76,19.04,528,1995,26.5,86804481.7475635,2.19,11.31,12,0.000898312823885314,3.13,1913,0.0722773712049851,2.82506989075266,0.000317978973485142,64.22,0.434751104992392,"0",0.251889168765743,2.30016666666667,1.76488237059e-05,NA,NA
"11233",40449,76819,1175,29345,33503,33164,20.13,7.76,1.14,0.95,3.91,3.41,6.62,15.98,6.93,73.61,0.08,1.64,1230,8.61,28.73,38.07,26.68,1256,4818,26.1,304597062.78681,5.94,17.75,3,0.00204500409272354,2.62,1635,0.0627188586157071,8.10870019175716,0.000252198754962277,61.33,0.0390528384904776,"0",0.293255131964809,25.6063333333333,2.47224900491978e-05,NA,NA
"11234",81399,95666,1448,31835,44497,43706,48.73,16.41,0.34,0.4,3.56,2.87,7.73,10.48,37.53,43.59,0.12,6.64,2869,6.11,11.84,14.64,30.31,2239,8158,27.4,494537043.006675,14.16,11,9,0.000481449906125073,3.01,2340,0.0852758555808751,2.48881329762857,0.000193445569655151,26.43,0.0940773106432797,"0",0.348432055749129,10.6295555555556,1.22851632083932e-05,NA,NA
"11235",52538,78128,1321,32269,35557,34771,36.88,8.7,0.32,0.3,9.16,4.29,6.27,8.31,71.88,2.32,0.24,14.41,2667,9.07,24.15,28.8,29.56,2038,8246,24.7,418303877.495826,10.65,12.24,12,0.00124997416152653,2.42,2609,0.105544747081712,6.69246670254123,0.000186773310512236,38.93,0.153594101986484,"0",0.233100233100233,6.51066666666667,1.90338421713807e-05,NA,NA
"11236",67669,100331,1377,33282,48809,48048,39.15,16.28,0.49,0.25,3.17,1.87,6.32,7.14,4.32,84.22,0.08,2.67,2208,7.79,15.56,19.79,34.78,2702,9068,29.8,385458416.385056,13.57,16.67,9,0.00103504950320182,3.01,2693,0.0903808394215148,3.97652313227528,0.000260290074713984,37.26,0.0897030827959454,"0",0.53475935828877,11.1478888888889,1.47778155433064e-05,NA,NA
"11237",51413,49310,1484,16740,26374,25837,12.94,3,0.54,2.64,9.33,4.43,7.17,62.97,19.86,7.54,0.31,7.21,351,18.16,27.48,41.05,18.71,969,4021,24.1,183519363.524382,4.11,10.68,13,0.00180224908697947,2.95,1965,0.0815453254917867,6.70751582548916,0.000268690992890507,65.96,0.263638207260191,"0",0.225733634311512,3.79307692307692,1.94503335732208e-05,NA,NA
"11238",85407,54540,1730,24547,32374,31758,8.88,3.79,0.87,4.34,7.19,6.36,6.32,10.9,42.51,35.42,0.07,6.09,1297,5.64,12.22,18.36,16.98,781,4202,18.6,291393999.43776,2.37,10.76,7,0.0017708837489185,2.22,1432,0.077044371103777,9.46140260610002,0.00018716926259715,67.12,0.128346167950128,"0",0.157232704402516,7.79142857142857,1.170864214877e-05,NA,NA
